date,device,sex,funnel_step,step_order,user_count,conversion_rate_from_previous,min_date,max_date
2015-01-22,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-22,Desktop,Male,Home,1,251,100.0,2015-01-01,2015-04-30
2015-01-22,Desktop,Male,Search,2,120,47.81,2015-01-01,2015-04-30
2015-01-22,Desktop,Male,Payment,3,26,21.67,2015-01-01,2015-04-30
2015-01-22,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-22,Mobile,Female,Home,1,127,100.0,2015-01-01,2015-04-30
2015-01-22,Mobile,Female,Search,2,99,77.95,2015-01-01,2015-04-30
2015-01-22,Mobile,Female,Payment,3,20,20.2,2015-01-01,2015-04-30
2015-01-22,Mobile,Female,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-01-22,Mobile,Male,Home,1,114,100.0,2015-01-01,2015-04-30
2015-01-22,Mobile,Male,Search,2,89,78.07,2015-01-01,2015-04-30
2015-01-22,Mobile,Male,Payment,3,17,19.1,2015-01-01,2015-04-30
2015-01-22,Mobile,Male,Confirmation,4,3,17.65,2015-01-01,2015-04-30
2015-01-23,Desktop,Female,Home,1,239,100.0,2015-01-01,2015-04-30
2015-01-23,Desktop,Female,Search,2,127,53.14,2015-01-01,2015-04-30
2015-01-23,Desktop,Female,Payment,3,24,18.9,2015-01-01,2015-04-30
2015-01-23,Desktop,Female,Confirmation,4,2,8.33,2015-01-01,2015-04-30
2015-01-23,Desktop,Male,Home,1,264,100.0,2015-01-01,2015-04-30
2015-01-23,Desktop,Male,Search,2,126,47.73,2015-01-01,2015-04-30
2015-01-23,Desktop,Male,Payment,3,21,16.67,2015-01-01,2015-04-30
2015-01-23,Desktop,Male,Confirmation,4,2,9.52,2015-01-01,2015-04-30
2015-01-23,Mobile,Female,Home,1,107,100.0,2015-01-01,2015-04-30
2015-01-23,Mobile,Female,Search,2,85,79.44,2015-01-01,2015-04-30
2015-01-23,Mobile,Female,Payment,3,16,18.82,2015-01-01,2015-04-30
2015-01-23,Mobile,Female,Confirmation,4,3,18.75,2015-01-01,2015-04-30
2015-01-23,Mobile,Male,Home,1,110,100.0,2015-01-01,2015-04-30
2015-01-23,Mobile,Male,Search,2,91,82.73,2015-01-01,2015-04-30
2015-01-23,Mobile,Male,Payment,3,18,19.78,2015-01-01,2015-04-30
2015-01-23,Mobile,Male,Confirmation,4,2,11.11,2015-01-01,2015-04-30
2015-01-24,Desktop,Female,Home,1,228,100.0,2015-01-01,2015-04-30
2015-01-24,Desktop,Female,Search,2,101,44.3,2015-01-01,2015-04-30
2015-01-24,Desktop,Female,Payment,3,17,16.83,2015-01-01,2015-04-30
2015-01-24,Desktop,Female,Confirmation,4,3,17.65,2015-01-01,2015-04-30
2015-01-24,Desktop,Male,Home,1,233,100.0,2015-01-01,2015-04-30
2015-01-24,Desktop,Male,Search,2,113,48.5,2015-01-01,2015-04-30
2015-01-24,Desktop,Male,Payment,3,22,19.47,2015-01-01,2015-04-30
2015-01-24,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-24,Mobile,Female,Home,1,143,100.0,2015-01-01,2015-04-30
2015-01-24,Mobile,Female,Search,2,115,80.42,2015-01-01,2015-04-30
2015-01-24,Mobile,Female,Payment,3,22,19.13,2015-01-01,2015-04-30
2015-01-24,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-24,Mobile,Male,Home,1,115,100.0,2015-01-01,2015-04-30
2015-01-24,Mobile,Male,Search,2,98,85.22,2015-01-01,2015-04-30
2015-01-24,Mobile,Male,Payment,3,13,13.27,2015-01-01,2015-04-30
2015-01-24,Mobile,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-25,Desktop,Female,Home,1,267,100.0,2015-01-01,2015-04-30
2015-01-25,Desktop,Female,Search,2,137,51.31,2015-01-01,2015-04-30
2015-01-25,Desktop,Female,Payment,3,22,16.06,2015-01-01,2015-04-30
2015-01-25,Desktop,Female,Confirmation,4,1,4.55,2015-01-01,2015-04-30
2015-01-25,Desktop,Male,Home,1,252,100.0,2015-01-01,2015-04-30
2015-01-25,Desktop,Male,Search,2,128,50.79,2015-01-01,2015-04-30
2015-01-25,Desktop,Male,Payment,3,24,18.75,2015-01-01,2015-04-30
2015-01-25,Desktop,Male,Confirmation,4,2,8.33,2015-01-01,2015-04-30
2015-01-25,Mobile,Female,Home,1,142,100.0,2015-01-01,2015-04-30
2015-01-25,Mobile,Female,Search,2,109,76.76,2015-01-01,2015-04-30
2015-01-25,Mobile,Female,Payment,3,28,25.69,2015-01-01,2015-04-30
2015-01-25,Mobile,Female,Confirmation,4,4,14.29,2015-01-01,2015-04-30
2015-01-25,Mobile,Male,Home,1,121,100.0,2015-01-01,2015-04-30
2015-01-25,Mobile,Male,Search,2,99,81.82,2015-01-01,2015-04-30
2015-01-25,Mobile,Male,Payment,3,20,20.2,2015-01-01,2015-04-30
2015-01-25,Mobile,Male,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-01-26,Desktop,Female,Home,1,222,100.0,2015-01-01,2015-04-30
2015-01-26,Desktop,Female,Search,2,122,54.95,2015-01-01,2015-04-30
2015-01-26,Desktop,Female,Payment,3,27,22.13,2015-01-01,2015-04-30
2015-01-26,Desktop,Female,Confirmation,4,2,7.41,2015-01-01,2015-04-30
2015-01-26,Desktop,Male,Home,1,253,100.0,2015-01-01,2015-04-30
2015-01-26,Desktop,Male,Search,2,109,43.08,2015-01-01,2015-04-30
2015-01-26,Desktop,Male,Payment,3,13,11.93,2015-01-01,2015-04-30
2015-01-26,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-26,Mobile,Female,Home,1,110,100.0,2015-01-01,2015-04-30
2015-01-26,Mobile,Female,Search,2,90,81.82,2015-01-01,2015-04-30
2015-01-26,Mobile,Female,Payment,3,21,23.33,2015-01-01,2015-04-30
2015-01-26,Mobile,Female,Confirmation,4,2,9.52,2015-01-01,2015-04-30
2015-01-26,Mobile,Male,Home,1,101,100.0,2015-01-01,2015-04-30
2015-01-26,Mobile,Male,Search,2,81,80.2,2015-01-01,2015-04-30
2015-01-26,Mobile,Male,Payment,3,15,18.52,2015-01-01,2015-04-30
2015-01-26,Mobile,Male,Confirmation,4,2,13.33,2015-01-01,2015-04-30
2015-01-27,Desktop,Female,Home,1,258,100.0,2015-01-01,2015-04-30
2015-01-27,Desktop,Female,Search,2,132,51.16,2015-01-01,2015-04-30
2015-01-27,Desktop,Female,Payment,3,17,12.88,2015-01-01,2015-04-30
2015-01-27,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-27,Desktop,Male,Home,1,235,100.0,2015-01-01,2015-04-30
2015-01-27,Desktop,Male,Search,2,111,47.23,2015-01-01,2015-04-30
2015-01-27,Desktop,Male,Payment,3,11,9.91,2015-01-01,2015-04-30
2015-01-27,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-27,Mobile,Female,Home,1,144,100.0,2015-01-01,2015-04-30
2015-01-27,Mobile,Female,Search,2,117,81.25,2015-01-01,2015-04-30
2015-01-27,Mobile,Female,Payment,3,31,26.5,2015-01-01,2015-04-30
2015-01-27,Mobile,Female,Confirmation,4,3,9.68,2015-01-01,2015-04-30
2015-01-27,Mobile,Male,Home,1,124,100.0,2015-01-01,2015-04-30
2015-01-27,Mobile,Male,Search,2,93,75.0,2015-01-01,2015-04-30
2015-01-27,Mobile,Male,Payment,3,18,19.35,2015-01-01,2015-04-30
2015-01-27,Mobile,Male,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-01-28,Desktop,Female,Home,1,246,100.0,2015-01-01,2015-04-30
2015-01-28,Desktop,Female,Search,2,136,55.28,2015-01-01,2015-04-30
2015-01-28,Desktop,Female,Payment,3,23,16.91,2015-01-01,2015-04-30
2015-01-28,Desktop,Female,Confirmation,4,1,4.35,2015-01-01,2015-04-30
2015-01-28,Desktop,Male,Home,1,233,100.0,2015-01-01,2015-04-30
2015-01-28,Desktop,Male,Search,2,117,50.21,2015-01-01,2015-04-30
2015-01-28,Desktop,Male,Payment,3,18,15.38,2015-01-01,2015-04-30
2015-01-28,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-28,Mobile,Female,Home,1,128,100.0,2015-01-01,2015-04-30
2015-01-28,Mobile,Female,Search,2,100,78.13,2015-01-01,2015-04-30
2015-01-28,Mobile,Female,Payment,3,23,23.0,2015-01-01,2015-04-30
2015-01-28,Mobile,Female,Confirmation,4,5,21.74,2015-01-01,2015-04-30
2015-01-28,Mobile,Male,Home,1,118,100.0,2015-01-01,2015-04-30
2015-01-28,Mobile,Male,Search,2,95,80.51,2015-01-01,2015-04-30
2015-01-28,Mobile,Male,Payment,3,22,23.16,2015-01-01,2015-04-30
2015-01-28,Mobile,Male,Confirmation,4,2,9.09,2015-01-01,2015-04-30
2015-01-29,Desktop,Female,Home,1,264,100.0,2015-01-01,2015-04-30
2015-01-29,Desktop,Female,Search,2,144,54.55,2015-01-01,2015-04-30
2015-01-29,Desktop,Female,Payment,3,29,20.14,2015-01-01,2015-04-30
2015-01-29,Desktop,Female,Confirmation,4,2,6.9,2015-01-01,2015-04-30
2015-01-29,Desktop,Male,Home,1,258,100.0,2015-01-01,2015-04-30
2015-01-29,Desktop,Male,Search,2,127,49.22,2015-01-01,2015-04-30
2015-01-29,Desktop,Male,Payment,3,19,14.96,2015-01-01,2015-04-30
2015-01-29,Desktop,Male,Confirmation,4,2,10.53,2015-01-01,2015-04-30
2015-01-29,Mobile,Female,Home,1,115,100.0,2015-01-01,2015-04-30
2015-01-29,Mobile,Female,Search,2,95,82.61,2015-01-01,2015-04-30
2015-01-29,Mobile,Female,Payment,3,17,17.89,2015-01-01,2015-04-30
2015-01-29,Mobile,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-29,Mobile,Male,Home,1,122,100.0,2015-01-01,2015-04-30
2015-01-29,Mobile,Male,Search,2,105,86.07,2015-01-01,2015-04-30
2015-01-29,Mobile,Male,Payment,3,14,13.33,2015-01-01,2015-04-30
2015-01-29,Mobile,Male,Confirmation,4,1,7.14,2015-01-01,2015-04-30
2015-01-30,Desktop,Female,Home,1,244,100.0,2015-01-01,2015-04-30
2015-01-30,Desktop,Female,Search,2,114,46.72,2015-01-01,2015-04-30
2015-01-30,Desktop,Female,Payment,3,16,14.04,2015-01-01,2015-04-30
2015-01-30,Desktop,Female,Confirmation,4,1,6.25,2015-01-01,2015-04-30
2015-01-30,Desktop,Male,Home,1,232,100.0,2015-01-01,2015-04-30
2015-01-30,Desktop,Male,Search,2,118,50.86,2015-01-01,2015-04-30
2015-01-30,Desktop,Male,Payment,3,21,17.8,2015-01-01,2015-04-30
2015-01-30,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-01-30,Mobile,Female,Home,1,113,100.0,2015-01-01,2015-04-30
2015-01-30,Mobile,Female,Search,2,93,82.3,2015-01-01,2015-04-30
2015-01-30,Mobile,Female,Payment,3,12,12.9,2015-01-01,2015-04-30
2015-01-30,Mobile,Female,Confirmation,4,2,16.67,2015-01-01,2015-04-30
2015-01-30,Mobile,Male,Home,1,108,100.0,2015-01-01,2015-04-30
2015-01-30,Mobile,Male,Search,2,92,85.19,2015-01-01,2015-04-30
2015-01-30,Mobile,Male,Payment,3,15,16.3,2015-01-01,2015-04-30
2015-01-30,Mobile,Male,Confirmation,4,1,6.67,2015-01-01,2015-04-30
2015-01-31,Desktop,Female,Home,1,253,100.0,2015-01-01,2015-04-30
2015-01-31,Desktop,Female,Search,2,130,51.38,2015-01-01,2015-04-30
2015-01-31,Desktop,Female,Payment,3,28,21.54,2015-01-01,2015-04-30
2015-01-31,Desktop,Female,Confirmation,4,1,3.57,2015-01-01,2015-04-30
2015-01-31,Desktop,Male,Home,1,215,100.0,2015-01-01,2015-04-30
2015-01-31,Desktop,Male,Search,2,109,50.7,2015-01-01,2015-04-30
2015-01-31,Desktop,Male,Payment,3,17,15.6,2015-01-01,2015-04-30
2015-01-31,Desktop,Male,Confirmation,4,1,5.88,2015-01-01,2015-04-30
2015-01-31,Mobile,Female,Home,1,110,100.0,2015-01-01,2015-04-30
2015-01-31,Mobile,Female,Search,2,90,81.82,2015-01-01,2015-04-30
2015-01-31,Mobile,Female,Payment,3,17,18.89,2015-01-01,2015-04-30
2015-01-31,Mobile,Female,Confirmation,4,1,5.88,2015-01-01,2015-04-30
2015-01-31,Mobile,Male,Home,1,143,100.0,2015-01-01,2015-04-30
2015-01-31,Mobile,Male,Search,2,123,86.01,2015-01-01,2015-04-30
2015-01-31,Mobile,Male,Payment,3,21,17.07,2015-01-01,2015-04-30
2015-01-31,Mobile,Male,Confirmation,4,3,14.29,2015-01-01,2015-04-30
2015-02-01,Desktop,Female,Home,1,281,100.0,2015-01-01,2015-04-30
2015-02-01,Desktop,Female,Search,2,147,52.31,2015-01-01,2015-04-30
2015-02-01,Desktop,Female,Payment,3,20,13.61,2015-01-01,2015-04-30
2015-02-01,Desktop,Female,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-02-01,Desktop,Male,Home,1,261,100.0,2015-01-01,2015-04-30
2015-02-01,Desktop,Male,Search,2,140,53.64,2015-01-01,2015-04-30
2015-02-01,Desktop,Male,Payment,3,26,18.57,2015-01-01,2015-04-30
2015-02-01,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-01,Mobile,Female,Home,1,145,100.0,2015-01-01,2015-04-30
2015-02-01,Mobile,Female,Search,2,114,78.62,2015-01-01,2015-04-30
2015-02-01,Mobile,Female,Payment,3,24,21.05,2015-01-01,2015-04-30
2015-02-01,Mobile,Female,Confirmation,4,5,20.83,2015-01-01,2015-04-30
2015-02-01,Mobile,Male,Home,1,141,100.0,2015-01-01,2015-04-30
2015-02-01,Mobile,Male,Search,2,118,83.69,2015-01-01,2015-04-30
2015-02-01,Mobile,Male,Payment,3,23,19.49,2015-01-01,2015-04-30
2015-02-01,Mobile,Male,Confirmation,4,1,4.35,2015-01-01,2015-04-30
2015-02-02,Desktop,Female,Home,1,277,100.0,2015-01-01,2015-04-30
2015-02-02,Desktop,Female,Search,2,140,50.54,2015-01-01,2015-04-30
2015-02-02,Desktop,Female,Payment,3,26,18.57,2015-01-01,2015-04-30
2015-02-02,Desktop,Female,Confirmation,4,2,7.69,2015-01-01,2015-04-30
2015-02-02,Desktop,Male,Home,1,279,100.0,2015-01-01,2015-04-30
2015-02-02,Desktop,Male,Search,2,138,49.46,2015-01-01,2015-04-30
2015-02-02,Desktop,Male,Payment,3,21,15.22,2015-01-01,2015-04-30
2015-02-02,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-02,Mobile,Female,Home,1,150,100.0,2015-01-01,2015-04-30
2015-02-02,Mobile,Female,Search,2,124,82.67,2015-01-01,2015-04-30
2015-02-02,Mobile,Female,Payment,3,24,19.35,2015-01-01,2015-04-30
2015-02-02,Mobile,Female,Confirmation,4,3,12.5,2015-01-01,2015-04-30
2015-02-02,Mobile,Male,Home,1,139,100.0,2015-01-01,2015-04-30
2015-02-02,Mobile,Male,Search,2,109,78.42,2015-01-01,2015-04-30
2015-02-02,Mobile,Male,Payment,3,17,15.6,2015-01-01,2015-04-30
2015-02-02,Mobile,Male,Confirmation,4,2,11.76,2015-01-01,2015-04-30
2015-02-03,Desktop,Female,Home,1,250,100.0,2015-01-01,2015-04-30
2015-02-03,Desktop,Female,Search,2,114,45.6,2015-01-01,2015-04-30
2015-02-03,Desktop,Female,Payment,3,25,21.93,2015-01-01,2015-04-30
2015-02-03,Desktop,Female,Confirmation,4,4,16.0,2015-01-01,2015-04-30
2015-02-03,Desktop,Male,Home,1,283,100.0,2015-01-01,2015-04-30
2015-02-03,Desktop,Male,Search,2,135,47.7,2015-01-01,2015-04-30
2015-02-03,Desktop,Male,Payment,3,25,18.52,2015-01-01,2015-04-30
2015-02-03,Desktop,Male,Confirmation,4,1,4.0,2015-01-01,2015-04-30
2015-02-03,Mobile,Female,Home,1,126,100.0,2015-01-01,2015-04-30
2015-02-03,Mobile,Female,Search,2,101,80.16,2015-01-01,2015-04-30
2015-02-03,Mobile,Female,Payment,3,24,23.76,2015-01-01,2015-04-30
2015-02-03,Mobile,Female,Confirmation,4,1,4.17,2015-01-01,2015-04-30
2015-02-03,Mobile,Male,Home,1,143,100.0,2015-01-01,2015-04-30
2015-02-03,Mobile,Male,Search,2,107,74.83,2015-01-01,2015-04-30
2015-02-03,Mobile,Male,Payment,3,19,17.76,2015-01-01,2015-04-30
2015-02-03,Mobile,Male,Confirmation,4,2,10.53,2015-01-01,2015-04-30
2015-02-04,Desktop,Female,Home,1,237,100.0,2015-01-01,2015-04-30
2015-02-04,Desktop,Female,Search,2,121,51.05,2015-01-01,2015-04-30
2015-02-04,Desktop,Female,Payment,3,17,14.05,2015-01-01,2015-04-30
2015-02-04,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-04,Desktop,Male,Home,1,285,100.0,2015-01-01,2015-04-30
2015-02-04,Desktop,Male,Search,2,150,52.63,2015-01-01,2015-04-30
2015-02-04,Desktop,Male,Payment,3,24,16.0,2015-01-01,2015-04-30
2015-02-04,Desktop,Male,Confirmation,4,1,4.17,2015-01-01,2015-04-30
2015-02-04,Mobile,Female,Home,1,123,100.0,2015-01-01,2015-04-30
2015-02-04,Mobile,Female,Search,2,100,81.3,2015-01-01,2015-04-30
2015-02-04,Mobile,Female,Payment,3,18,18.0,2015-01-01,2015-04-30
2015-02-04,Mobile,Female,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-02-04,Mobile,Male,Home,1,140,100.0,2015-01-01,2015-04-30
2015-02-04,Mobile,Male,Search,2,115,82.14,2015-01-01,2015-04-30
2015-02-04,Mobile,Male,Payment,3,20,17.39,2015-01-01,2015-04-30
2015-02-04,Mobile,Male,Confirmation,4,2,10.0,2015-01-01,2015-04-30
2015-02-05,Desktop,Female,Home,1,264,100.0,2015-01-01,2015-04-30
2015-02-05,Desktop,Female,Search,2,129,48.86,2015-01-01,2015-04-30
2015-02-05,Desktop,Female,Payment,3,26,20.16,2015-01-01,2015-04-30
2015-02-05,Desktop,Female,Confirmation,4,2,7.69,2015-01-01,2015-04-30
2015-02-05,Desktop,Male,Home,1,286,100.0,2015-01-01,2015-04-30
2015-02-05,Desktop,Male,Search,2,145,50.7,2015-01-01,2015-04-30
2015-02-05,Desktop,Male,Payment,3,26,17.93,2015-01-01,2015-04-30
2015-02-05,Desktop,Male,Confirmation,4,2,7.69,2015-01-01,2015-04-30
2015-02-05,Mobile,Female,Home,1,135,100.0,2015-01-01,2015-04-30
2015-02-05,Mobile,Female,Search,2,110,81.48,2015-01-01,2015-04-30
2015-02-05,Mobile,Female,Payment,3,22,20.0,2015-01-01,2015-04-30
2015-02-05,Mobile,Female,Confirmation,4,1,4.55,2015-01-01,2015-04-30
2015-02-05,Mobile,Male,Home,1,134,100.0,2015-01-01,2015-04-30
2015-02-05,Mobile,Male,Search,2,109,81.34,2015-01-01,2015-04-30
2015-02-05,Mobile,Male,Payment,3,17,15.6,2015-01-01,2015-04-30
2015-02-05,Mobile,Male,Confirmation,4,1,5.88,2015-01-01,2015-04-30
2015-02-06,Desktop,Female,Home,1,273,100.0,2015-01-01,2015-04-30
2015-02-06,Desktop,Female,Search,2,143,52.38,2015-01-01,2015-04-30
2015-02-06,Desktop,Female,Payment,3,21,14.69,2015-01-01,2015-04-30
2015-02-06,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-06,Desktop,Male,Home,1,297,100.0,2015-01-01,2015-04-30
2015-02-06,Desktop,Male,Search,2,161,54.21,2015-01-01,2015-04-30
2015-02-06,Desktop,Male,Payment,3,26,16.15,2015-01-01,2015-04-30
2015-02-06,Desktop,Male,Confirmation,4,1,3.85,2015-01-01,2015-04-30
2015-02-06,Mobile,Female,Home,1,122,100.0,2015-01-01,2015-04-30
2015-02-06,Mobile,Female,Search,2,99,81.15,2015-01-01,2015-04-30
2015-02-06,Mobile,Female,Payment,3,14,14.14,2015-01-01,2015-04-30
2015-02-06,Mobile,Female,Confirmation,4,3,21.43,2015-01-01,2015-04-30
2015-02-06,Mobile,Male,Home,1,107,100.0,2015-01-01,2015-04-30
2015-02-06,Mobile,Male,Search,2,89,83.18,2015-01-01,2015-04-30
2015-02-06,Mobile,Male,Payment,3,12,13.48,2015-01-01,2015-04-30
2015-02-06,Mobile,Male,Confirmation,4,2,16.67,2015-01-01,2015-04-30
2015-02-07,Desktop,Female,Home,1,289,100.0,2015-01-01,2015-04-30
2015-02-07,Desktop,Female,Search,2,150,51.9,2015-01-01,2015-04-30
2015-02-07,Desktop,Female,Payment,3,20,13.33,2015-01-01,2015-04-30
2015-02-07,Desktop,Female,Confirmation,4,1,5.0,2015-01-01,2015-04-30
2015-02-07,Desktop,Male,Home,1,287,100.0,2015-01-01,2015-04-30
2015-02-07,Desktop,Male,Search,2,137,47.74,2015-01-01,2015-04-30
2015-02-07,Desktop,Male,Payment,3,20,14.6,2015-01-01,2015-04-30
2015-02-07,Desktop,Male,Confirmation,4,3,15.0,2015-01-01,2015-04-30
2015-02-07,Mobile,Female,Home,1,138,100.0,2015-01-01,2015-04-30
2015-02-07,Mobile,Female,Search,2,118,85.51,2015-01-01,2015-04-30
2015-02-07,Mobile,Female,Payment,3,22,18.64,2015-01-01,2015-04-30
2015-02-07,Mobile,Female,Confirmation,4,5,22.73,2015-01-01,2015-04-30
2015-02-07,Mobile,Male,Home,1,132,100.0,2015-01-01,2015-04-30
2015-02-07,Mobile,Male,Search,2,101,76.52,2015-01-01,2015-04-30
2015-02-07,Mobile,Male,Payment,3,16,15.84,2015-01-01,2015-04-30
2015-02-07,Mobile,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-08,Desktop,Female,Home,1,299,100.0,2015-01-01,2015-04-30
2015-02-08,Desktop,Female,Search,2,147,49.16,2015-01-01,2015-04-30
2015-02-08,Desktop,Female,Payment,3,27,18.37,2015-01-01,2015-04-30
2015-02-08,Desktop,Female,Confirmation,4,1,3.7,2015-01-01,2015-04-30
2015-02-08,Desktop,Male,Home,1,286,100.0,2015-01-01,2015-04-30
2015-02-08,Desktop,Male,Search,2,150,52.45,2015-01-01,2015-04-30
2015-02-08,Desktop,Male,Payment,3,17,11.33,2015-01-01,2015-04-30
2015-02-08,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-08,Mobile,Female,Home,1,149,100.0,2015-01-01,2015-04-30
2015-02-08,Mobile,Female,Search,2,121,81.21,2015-01-01,2015-04-30
2015-02-08,Mobile,Female,Payment,3,27,22.31,2015-01-01,2015-04-30
2015-02-08,Mobile,Female,Confirmation,4,1,3.7,2015-01-01,2015-04-30
2015-02-08,Mobile,Male,Home,1,143,100.0,2015-01-01,2015-04-30
2015-02-08,Mobile,Male,Search,2,117,81.82,2015-01-01,2015-04-30
2015-02-08,Mobile,Male,Payment,3,29,24.79,2015-01-01,2015-04-30
2015-02-08,Mobile,Male,Confirmation,4,4,13.79,2015-01-01,2015-04-30
2015-02-09,Desktop,Female,Home,1,263,100.0,2015-01-01,2015-04-30
2015-02-09,Desktop,Female,Search,2,136,51.71,2015-01-01,2015-04-30
2015-02-09,Desktop,Female,Payment,3,27,19.85,2015-01-01,2015-04-30
2015-02-09,Desktop,Female,Confirmation,4,3,11.11,2015-01-01,2015-04-30
2015-02-09,Desktop,Male,Home,1,257,100.0,2015-01-01,2015-04-30
2015-02-09,Desktop,Male,Search,2,124,48.25,2015-01-01,2015-04-30
2015-02-09,Desktop,Male,Payment,3,18,14.52,2015-01-01,2015-04-30
2015-02-09,Desktop,Male,Confirmation,4,1,5.56,2015-01-01,2015-04-30
2015-02-09,Mobile,Female,Home,1,141,100.0,2015-01-01,2015-04-30
2015-02-09,Mobile,Female,Search,2,110,78.01,2015-01-01,2015-04-30
2015-02-09,Mobile,Female,Payment,3,16,14.55,2015-01-01,2015-04-30
2015-02-09,Mobile,Female,Confirmation,4,2,12.5,2015-01-01,2015-04-30
2015-02-09,Mobile,Male,Home,1,142,100.0,2015-01-01,2015-04-30
2015-02-09,Mobile,Male,Search,2,116,81.69,2015-01-01,2015-04-30
2015-02-09,Mobile,Male,Payment,3,33,28.45,2015-01-01,2015-04-30
2015-02-09,Mobile,Male,Confirmation,4,4,12.12,2015-01-01,2015-04-30
2015-02-10,Desktop,Female,Home,1,264,100.0,2015-01-01,2015-04-30
2015-02-10,Desktop,Female,Search,2,142,53.79,2015-01-01,2015-04-30
2015-02-10,Desktop,Female,Payment,3,22,15.49,2015-01-01,2015-04-30
2015-02-10,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-10,Desktop,Male,Home,1,245,100.0,2015-01-01,2015-04-30
2015-02-10,Desktop,Male,Search,2,125,51.02,2015-01-01,2015-04-30
2015-02-10,Desktop,Male,Payment,3,17,13.6,2015-01-01,2015-04-30
2015-02-10,Desktop,Male,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-10,Mobile,Female,Home,1,143,100.0,2015-01-01,2015-04-30
2015-02-10,Mobile,Female,Search,2,114,79.72,2015-01-01,2015-04-30
2015-02-10,Mobile,Female,Payment,3,25,21.93,2015-01-01,2015-04-30
2015-02-10,Mobile,Female,Confirmation,4,3,12.0,2015-01-01,2015-04-30
2015-02-10,Mobile,Male,Home,1,130,100.0,2015-01-01,2015-04-30
2015-02-10,Mobile,Male,Search,2,104,80.0,2015-01-01,2015-04-30
2015-02-10,Mobile,Male,Payment,3,18,17.31,2015-01-01,2015-04-30
2015-02-10,Mobile,Male,Confirmation,4,2,11.11,2015-01-01,2015-04-30
2015-02-11,Desktop,Female,Home,1,263,100.0,2015-01-01,2015-04-30
2015-02-11,Desktop,Female,Search,2,119,45.25,2015-01-01,2015-04-30
2015-02-11,Desktop,Female,Payment,3,18,15.13,2015-01-01,2015-04-30
2015-02-11,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-11,Desktop,Male,Home,1,265,100.0,2015-01-01,2015-04-30
2015-02-11,Desktop,Male,Search,2,137,51.7,2015-01-01,2015-04-30
2015-02-11,Desktop,Male,Payment,3,22,16.06,2015-01-01,2015-04-30
2015-02-11,Desktop,Male,Confirmation,4,1,4.55,2015-01-01,2015-04-30
2015-02-11,Mobile,Female,Home,1,131,100.0,2015-01-01,2015-04-30
2015-02-11,Mobile,Female,Search,2,104,79.39,2015-01-01,2015-04-30
2015-02-11,Mobile,Female,Payment,3,26,25.0,2015-01-01,2015-04-30
2015-02-11,Mobile,Female,Confirmation,4,3,11.54,2015-01-01,2015-04-30
2015-02-11,Mobile,Male,Home,1,123,100.0,2015-01-01,2015-04-30
2015-02-11,Mobile,Male,Search,2,100,81.3,2015-01-01,2015-04-30
2015-02-11,Mobile,Male,Payment,3,11,11.0,2015-01-01,2015-04-30
2015-02-11,Mobile,Male,Confirmation,4,1,9.09,2015-01-01,2015-04-30
2015-02-12,Desktop,Female,Home,1,269,100.0,2015-01-01,2015-04-30
2015-02-12,Desktop,Female,Search,2,139,51.67,2015-01-01,2015-04-30
2015-02-12,Desktop,Female,Payment,3,28,20.14,2015-01-01,2015-04-30
2015-02-12,Desktop,Female,Confirmation,4,0,0.0,2015-01-01,2015-04-30
2015-02-12,Desktop,Male,Home,1,277,100.0,2015-01-01,2015-04-30
2015-02-12,Desktop,Male,Search,2,143,51.62,2015-01-01,2015-04-30
2015-02-12,Desktop,Male,Payment,3,25,17.48,2015-01-01,2015-04-30
